ID,Period,Date,First,Second,Third,Fourth,Fifth,Sixth,Special
1742,113079,2024-09-30,03,09,13,14,17,33,05
1741,113078,2024-09-26,03,06,09,11,18,29,03
1740,113077,2024-09-23,04,13,14,23,24,29,08
1739,113076,2024-09-19,03,08,16,24,26,30,04
1738,113075,2024-09-16,08,14,17,23,25,26,04
1737,113074,2024-09-12,10,12,21,27,33,38,08
1736,113073,2024-09-09,07,21,22,27,31,36,07
1735,113072,2024-09-05,10,14,16,25,28,38,04
1734,113071,2024-09-02,09,16,24,27,31,37,04
1733,113070,2024-08-29,09,24,25,31,32,38,03
1732,113069,2024-08-26,15,18,25,26,29,30,01
1731,113068,2024-08-22,05,15,19,20,31,34,02
1730,113067,2024-08-19,06,10,17,21,22,29,06
1729,113066,2024-08-15,04,06,14,16,20,24,02
1728,113065,2024-08-12,02,09,10,17,20,30,04
1727,113064,2024-08-08,02,03,21,29,34,37,08
1726,113063,2024-08-05,02,07,14,15,29,35,03
1725,113062,2024-08-01,03,13,25,26,31,34,05
1724,113061,2024-07-29,03,06,11,27,28,30,01
1723,113060,2024-07-25,04,11,23,27,32,38,07
1722,113059,2024-07-22,11,14,17,31,32,38,08
1721,113058,2024-07-18,08,12,19,23,28,31,05
1720,113057,2024-07-15,01,04,11,19,25,33,02
1719,113056,2024-07-11,09,10,12,15,29,36,04
1718,113055,2024-07-08,10,11,13,30,32,37,05
1717,113054,2024-07-04,21,23,24,25,30,38,01
1716,113053,2024-07-01,02,03,12,17,30,33,05
1715,113052,2024-06-27,02,11,14,15,17,29,01
1714,113051,2024-06-24,07,13,16,22,25,26,08
1713,113050,2024-06-20,10,11,24,27,30,36,07
1712,113049,2024-06-17,05,22,28,29,30,31,08
1711,113048,2024-06-13,02,05,15,18,32,35,03
1710,113047,2024-06-10,05,11,15,26,28,29,07
1709,113046,2024-06-06,05,13,17,25,33,38,01
1708,113045,2024-06-03,03,04,11,22,35,36,03
1707,113044,2024-05-30,06,07,16,21,27,31,06
1706,113043,2024-05-27,01,04,20,26,29,33,04
1705,113042,2024-05-23,04,08,14,21,25,37,03
1704,113041,2024-05-20,01,05,07,19,32,33,03
1703,113040,2024-05-16,01,02,10,13,18,30,01
1702,113039,2024-05-13,15,20,23,26,33,35,07
1701,113038,2024-05-09,10,14,22,29,35,37,07
1700,113037,2024-05-06,04,13,25,30,31,34,07
1699,113036,2024-05-02,13,17,24,26,33,35,06
1698,113035,2024-04-29,08,19,25,30,31,35,07
1697,113034,2024-04-25,03,20,31,34,36,37,07
1696,113033,2024-04-22,02,14,19,22,31,35,01
1695,113032,2024-04-18,02,16,18,21,34,37,05
1694,113031,2024-04-15,06,07,08,14,27,36,07
1693,113030,2024-04-11,11,12,14,25,30,36,03
1692,113029,2024-04-08,05,06,08,11,18,23,05
1691,113028,2024-04-04,03,14,17,22,24,33,01
1690,113027,2024-04-01,03,09,27,35,36,37,02
1689,113026,2024-03-28,02,09,15,19,24,31,04
1688,113025,2024-03-25,02,15,16,23,24,38,05
1687,113024,2024-03-21,01,08,16,17,26,38,07
1686,113023,2024-03-18,02,10,11,19,23,35,01
1685,113022,2024-03-14,02,11,12,15,21,30,06
1684,113021,2024-03-11,05,11,14,26,30,33,03
1683,113020,2024-03-07,03,11,13,17,20,27,02
1682,113019,2024-03-04,03,05,10,24,37,38,07
1681,113018,2024-02-29,01,02,11,17,24,29,04
1680,113017,2024-02-26,04,07,11,12,35,37,08
1679,113016,2024-02-22,04,13,14,17,24,25,04
1678,113015,2024-02-19,05,06,18,26,33,38,05
1677,113014,2024-02-15,02,07,17,22,32,33,04
1676,113013,2024-02-12,02,18,21,28,30,35,08
1675,113012,2024-02-08,10,15,20,24,25,34,02
1674,113011,2024-02-05,01,16,18,21,30,38,06
1673,113010,2024-02-01,04,13,21,23,25,29,07
1672,113009,2024-01-29,06,15,22,25,32,36,03
1671,113008,2024-01-25,03,10,11,17,26,29,01
1670,113007,2024-01-22,09,12,14,17,27,31,06
1669,113006,2024-01-18,02,04,06,14,31,34,03
1668,113005,2024-01-15,10,15,21,27,29,35,08
1667,113004,2024-01-11,04,10,16,17,22,34,05
1666,113003,2024-01-08,01,03,16,20,29,33,01
1665,113002,2024-01-04,02,03,06,12,24,28,05
1664,113001,2024-01-01,11,16,17,18,28,35,4
1663,112104,2023-12-28,07,08,18,20,23,31,08
1662,112103,2023-12-25,05,07,16,19,20,32,02
1661,112102,2023-12-21,03,10,13,34,37,38,04
1660,112101,2023-12-18,05,18,20,24,31,36,02
1659,112100,2023-12-14,04,16,17,19,32,35,05
1658,112099,2023-12-11,09,19,21,23,26,32,05
1657,112098,2023-12-07,04,09,16,17,18,33,01
1656,112097,2023-12-04,02,09,14,20,22,31,05
1655,112096,2023-11-30,02,13,21,28,33,35,02
1654,112095,2023-11-27,02,11,23,24,25,29,01
1653,112094,2023-11-23,06,08,13,22,25,37,7
1652,112093,2023-11-20,07,11,13,15,30,38,7
1651,112092,2023-11-16,01,04,07,28,35,37,2
1650,112091,2023-11-13,01,12,16,23,25,28,7
1649,112090,2023-11-09,03,05,08,23,24,26,5
1648,112089,2023-11-06,11,15,22,30,33,38,5
1647,112088,2023-11-02,09,15,20,28,36,37,7
1646,112087,2023-10-30,03,07,10,11,30,33,6
1645,112086,2023-10-26,27,28,30,31,36,38,8
1644,112085,2023-10-23,06,10,11,30,32,35,8
1643,112084,2023-10-19,04,07,19,22,26,28,1
1642,112083,2023-10-16,05,07,20,25,31,32,8
1641,112082,2023-10-12,08,14,20,23,27,35,8
1640,112081,2023-10-09,06,07,08,17,20,22,8
1639,112080,2023-10-05,04,15,20,25,29,30,2
1638,112079,2023-10-02,03,07,13,25,28,32,3
1637,112078,2023-09-28,09,16,17,25,29,33,7
1636,112077,2023-09-25,20,25,26,30,32,35,3
1635,112076,2023-09-21,03,07,12,13,28,34,5
1634,112075,2023-09-18,01,04,11,14,21,22,1
1633,112074,2023-09-14,02,14,24,26,28,29,7
1632,112073,2023-09-11,11,12,20,27,28,31,1
1631,112072,2023-09-07,11,15,18,20,22,33,7
1630,112071,2023-09-04,01,03,12,24,27,30,8
1629,112070,2023-08-31,04,22,23,27,30,34,7
1628,112069,2023-08-28,03,06,08,15,24,38,5
1627,112068,2023-08-24,03,10,17,21,23,38,3
1626,112067,2023-08-21,01,12,14,19,33,34,4
1625,112066,2023-08-17,04,18,21,23,28,37,6
1624,112065,2023-08-14,02,03,04,10,17,26,2
1623,112064,2023-08-10,03,11,21,29,30,38,3
1622,112063,2023-08-07,03,27,29,31,33,37,2
1621,112062,2023-08-03,17,18,21,25,27,33,4
1620,112061,2023-07-31,23,24,26,33,35,37,1
1619,112060,2023-07-27,06,07,16,25,32,33,2
1618,112059,2023-07-24,05,08,17,30,32,38,4
1617,112058,2023-07-20,05,10,17,27,34,35,5
1616,112057,2023-07-17,03,16,19,24,25,37,8
1615,112056,2023-07-13,01,18,19,20,23,29,6
1614,112055,2023-07-10,14,17,18,21,32,35,2
1613,112054,2023-07-06,07,21,25,26,30,36,4
1612,112053,2023-07-03,05,07,10,21,25,29,4
1611,112052,2023-06-29,01,08,26,27,29,36,2
1610,112051,2023-06-26,01,15,16,17,24,35,6
1609,112050,2023-06-22,01,04,07,17,24,28,8
1608,112049,2023-06-19,04,08,12,20,27,36,1
1607,112048,2023-06-15,02,24,25,26,34,36,8
1606,112047,2023-06-12,01,02,16,18,35,38,1
1605,112046,2023-06-08,03,08,12,18,35,38,3
1604,112045,2023-06-05,04,11,28,32,34,35,1
1603,112044,2023-06-01,10,18,25,29,36,37,2
1602,112043,2023-05-29,01,02,09,18,24,25,3
1601,112042,2023-05-25,06,09,12,19,20,38,2
1600,112041,2023-05-22,15,18,19,30,31,38,2
1599,112040,2023-05-18,07,12,14,24,26,31,4
1598,112039,2023-05-15,02,03,04,07,20,29,1
1597,112038,2023-05-11,07,11,13,23,25,34,3
1596,112037,2023-05-08,03,05,16,17,26,29,2
1595,112036,2023-05-04,02,05,15,22,33,36,5
1594,112035,2023-05-01,01,07,14,25,29,32,3
1593,112034,2023-04-27,07,15,25,33,36,38,7
1592,112033,2023-04-24,02,13,14,17,20,28,7
1591,112032,2023-04-20,03,15,19,32,37,38,3
1590,112031,2023-04-17,09,15,25,29,30,36,8
1589,112030,2023-04-13,04,12,24,26,28,34,7
1588,112029,2023-04-10,04,06,19,23,29,34,7
1587,112028,2023-04-06,05,08,15,21,24,26,5
1586,112027,2023-04-03,17,19,22,26,34,35,5
1585,112026,2023-03-30,01,12,17,26,33,38,5
1584,112025,2023-03-27,09,12,18,22,28,30,5
1583,112024,2023-03-23,02,10,11,12,33,36,6
1582,112023,2023-03-20,06,09,20,29,36,38,3
1581,112022,2023-03-16,03,06,16,21,22,23,1
1580,112021,2023-03-13,10,11,16,21,30,34,3
1579,112020,2023-03-09,17,25,29,35,37,38,7
1578,112019,2023-03-06,02,13,17,20,25,28,6
1577,112018,2023-03-02,03,12,18,26,27,34,4
1576,112017,2023-02-27,01,03,06,10,17,20,8
1575,112016,2023-02-23,10,19,26,30,33,34,4
1574,112015,2023-02-20,02,08,16,22,24,27,8
1573,112014,2023-02-16,05,06,18,25,32,38,1
1572,112013,2023-02-13,08,10,15,18,23,28,5
1571,112012,2023-02-09,01,02,24,27,33,37,2
1570,112011,2023-02-06,04,06,09,11,23,26,5
1569,112010,2023-02-02,09,14,15,20,35,38,5
1568,112009,2023-01-30,10,11,23,27,28,34,3
1567,112008,2023-01-26,03,11,22,23,28,36,7
1566,112007,2023-01-23,07,15,17,23,33,38,1
1565,112006,2023-01-19,03,10,14,15,25,33,8
1564,112005,2023-01-16,03,11,13,17,23,38,8
1563,112004,2023-01-12,04,08,20,22,34,36,3
1562,112003,2023-01-09,09,10,17,24,31,37,3
1561,112002,2023-01-05,04,11,15,18,25,36,5
1560,112001,2023-01-02,03,04,05,27,28,35,8
1559,111104,2022-12-29,02,19,21,28,29,35,4
1558,111103,2022-12-26,04,09,14,21,29,31,6
1557,111102,2022-12-22,13,19,23,33,36,37,4
1556,111101,2022-12-19,01,03,07,11,13,20,5
1555,111100,2022-12-15,07,16,21,23,29,34,3
1554,111099,2022-12-12,06,12,20,24,25,26,4
1553,111098,2022-12-08,08,12,14,15,21,25,4
1552,111097,2022-12-05,14,16,22,26,30,35,2
1551,111096,2022-12-01,05,06,12,15,17,20,8
1550,111095,2022-11-28,04,07,09,13,19,36,7
1549,111094,2022-11-24,08,10,11,23,32,37,6
1548,111093,2022-11-21,15,19,23,25,26,35,2
1547,111092,2022-11-17,03,12,20,28,32,34,8
1546,111091,2022-11-14,10,15,17,21,29,30,5
1545,111090,2022-11-10,09,12,19,31,32,35,8
1544,111089,2022-11-07,07,09,10,17,18,22,8
1543,111088,2022-11-03,01,06,11,16,29,35,1
1542,111087,2022-10-31,02,10,20,25,29,36,6
1541,111086,2022-10-27,12,16,20,22,29,36,5
1540,111085,2022-10-24,07,09,15,27,29,30,4
1539,111084,2022-10-20,02,06,09,10,24,33,2
1538,111083,2022-10-17,01,13,18,27,32,33,6
1537,111082,2022-10-13,01,09,17,19,21,24,5
1536,111081,2022-10-10,06,13,21,24,27,33,1
1535,111080,2022-10-06,10,15,21,23,26,36,4
1534,111079,2022-10-03,01,07,17,18,23,28,5
1533,111078,2022-09-29,01,10,17,22,27,35,1
1532,111077,2022-09-26,03,10,14,16,17,20,5
1531,111076,2022-09-22,16,19,26,30,31,36,2
1530,111075,2022-09-19,07,13,25,27,31,38,3
1529,111074,2022-09-15,02,09,28,29,31,36,1
1528,111073,2022-09-12,02,04,14,16,23,29,4
1527,111072,2022-09-08,02,06,18,21,30,38,4
1526,111071,2022-09-05,07,17,21,25,31,38,3
1525,111070,2022-09-01,03,09,16,21,23,24,3
1524,111069,2022-08-29,04,10,12,21,27,29,4
1523,111068,2022-08-25,08,11,13,27,28,38,5
1522,111067,2022-08-22,02,04,09,19,22,30,2
1521,111066,2022-08-18,04,05,16,28,29,35,4
1520,111065,2022-08-15,07,10,12,16,18,28,1
1519,111064,2022-08-11,05,14,16,33,35,38,4
1518,111063,2022-08-08,02,08,12,17,32,36,3
1517,111062,2022-08-04,11,20,24,29,33,35,6
1516,111061,2022-08-01,05,07,10,21,25,31,2
1515,111060,2022-07-28,13,15,17,20,31,35,5
1514,111059,2022-07-25,08,09,14,17,25,29,1
1513,111058,2022-07-21,06,11,15,23,27,37,6
1512,111057,2022-07-18,07,10,15,17,30,33,8
1511,111056,2022-07-14,01,06,07,08,10,30,7
1510,111055,2022-07-11,05,11,17,19,23,37,7
1509,111054,2022-07-07,01,03,07,20,28,37,1
1508,111053,2022-07-04,02,05,08,10,20,25,7
1507,111052,2022-06-30,01,07,12,17,19,31,7
1506,111051,2022-06-27,04,08,21,29,30,32,6
1505,111050,2022-06-23,01,02,17,32,33,35,4
1504,111049,2022-06-20,03,04,11,17,19,26,5
1503,111048,2022-06-16,07,16,17,22,25,32,7
1502,111047,2022-06-13,12,17,24,31,35,36,3
1501,111046,2022-06-09,03,06,11,12,22,28,5
1500,111045,2022-06-06,04,12,13,27,29,32,7
1499,111044,2022-06-02,02,14,16,34,36,37,8
1498,111043,2022-05-30,01,02,08,27,32,33,5
1497,111042,2022-05-26,09,13,17,25,32,35,1
1496,111041,2022-05-23,14,15,17,24,27,31,2
1495,111040,2022-05-19,17,19,20,26,27,38,5
1494,111039,2022-05-16,03,05,15,17,29,31,6
1493,111038,2022-05-12,01,02,13,21,26,34,6
1492,111037,2022-05-09,03,12,16,17,21,34,6
1491,111036,2022-05-05,06,10,19,23,34,38,3
1490,111035,2022-05-02,03,12,20,25,28,35,2
1489,111034,2022-04-28,03,12,22,23,29,36,6
1488,111033,2022-04-25,02,03,25,26,36,38,1
1487,111032,2022-04-21,01,18,28,31,33,35,3
1486,111031,2022-04-18,01,05,08,09,22,38,3
1485,111030,2022-04-14,09,12,27,28,31,33,2
1484,111029,2022-04-11,01,04,05,26,35,38,4
1483,111028,2022-04-07,01,15,21,31,37,38,5
1482,111027,2022-04-04,10,13,19,25,26,38,2
1481,111026,2022-03-31,08,11,29,31,36,38,7
1480,111025,2022-03-28,03,04,12,21,25,30,7
1479,111024,2022-03-24,08,12,15,20,29,34,4
1478,111023,2022-03-21,01,10,11,20,23,24,4
1477,111022,2022-03-17,06,08,12,21,29,32,3
1476,111021,2022-03-14,04,08,12,14,15,17,3
1475,111020,2022-03-10,05,21,25,27,30,35,4
1474,111019,2022-03-07,03,12,19,26,28,31,2
1473,111018,2022-03-03,16,18,21,22,23,30,4
1472,111017,2022-02-28,07,14,27,28,30,32,6
1471,111016,2022-02-24,01,04,18,24,25,32,5
1470,111015,2022-02-21,05,13,16,28,36,37,1
1469,111014,2022-02-17,08,19,21,27,28,37,2
1468,111013,2022-02-14,04,08,19,29,30,36,4
1467,111012,2022-02-10,06,10,22,23,30,34,1
1466,111011,2022-02-07,09,13,21,27,35,38,2
1465,111010,2022-02-03,11,13,19,22,27,28,3
1464,111009,2022-01-31,03,07,18,21,23,37,6
1463,111008,2022-01-27,12,16,19,24,25,38,8
1462,111007,2022-01-24,06,11,14,28,31,37,7
1461,111006,2022-01-20,02,05,09,23,29,38,2
1460,111005,2022-01-17,13,15,21,22,23,28,4
1459,111004,2022-01-13,01,08,17,18,26,31,7
1458,111003,2022-01-10,01,06,14,15,28,34,6
1457,111002,2022-01-06,03,05,08,12,30,31,2
1456,111001,2022-01-03,08,14,18,27,30,35,1
1455,110104,2021-12-30,07,18,19,25,28,38,4
1454,110103,2021-12-27,03,15,24,25,33,34,6
1453,110102,2021-12-23,06,08,14,22,26,34,3
1452,110101,2021-12-20,04,06,29,32,34,36,2
1451,110100,2021-12-16,02,03,10,12,15,21,6
1450,110099,2021-12-13,03,10,14,18,28,38,8
1449,110098,2021-12-09,03,05,09,19,26,36,1
1448,110097,2021-12-06,01,02,15,22,23,36,3
1447,110096,2021-12-02,04,08,16,17,25,35,8
1446,110095,2021-11-29,20,21,22,25,30,35,4
1445,110094,2021-11-25,03,06,13,15,18,19,4
1444,110093,2021-11-22,09,13,17,18,19,21,4
1443,110092,2021-11-18,13,21,27,30,33,38,6
1442,110091,2021-11-15,06,09,19,21,29,32,8
1441,110090,2021-11-11,01,02,08,12,33,37,2
1440,110089,2021-11-08,06,08,18,22,30,33,4
1439,110088,2021-11-04,05,09,11,35,37,38,4
1438,110087,2021-11-01,10,16,19,22,32,37,6
1437,110086,2021-10-28,03,10,14,18,27,32,7
1436,110085,2021-10-25,06,10,13,16,29,33,3
1435,110084,2021-10-21,11,12,14,22,33,35,2
1434,110083,2021-10-18,01,02,05,13,24,33,3
1433,110082,2021-10-14,01,16,20,22,31,33,8
1432,110081,2021-10-11,05,12,15,24,33,38,2
1431,110080,2021-10-07,05,07,12,13,15,31,2
1430,110079,2021-10-04,03,05,08,10,14,34,6
1429,110078,2021-09-30,02,10,16,21,27,28,7
1428,110077,2021-09-27,01,14,16,20,28,33,1
1427,110076,2021-09-23,02,20,21,35,36,37,3
1426,110075,2021-09-20,04,13,20,24,26,31,2
1425,110074,2021-09-16,08,14,16,22,29,38,3
1424,110073,2021-09-13,02,03,14,33,37,38,2
1423,110072,2021-09-09,01,02,05,26,29,33,4
1422,110071,2021-09-06,02,06,12,15,26,28,8
1421,110070,2021-09-02,09,12,13,19,27,38,6
1420,110069,2021-08-30,03,06,11,14,17,30,8
1419,110068,2021-08-26,18,22,25,27,31,35,1
1418,110067,2021-08-23,08,09,19,23,24,35,1
1417,110066,2021-08-19,03,10,13,29,37,38,2
1416,110065,2021-08-16,02,14,16,24,27,29,7
1415,110064,2021-08-12,10,22,28,32,34,36,1
1414,110063,2021-08-09,06,10,23,29,35,38,1
1413,110062,2021-08-05,01,03,04,07,26,28,8
1412,110061,2021-08-02,10,11,23,25,30,37,5
1411,110060,2021-07-29,10,14,22,23,32,35,3
1410,110059,2021-07-26,12,19,20,26,27,34,8
1409,110058,2021-07-22,04,05,10,19,29,31,1
1408,110057,2021-07-19,01,07,09,11,12,15,6
1407,110056,2021-07-15,19,20,27,29,31,37,1
1406,110055,2021-07-12,07,15,21,22,29,36,5
1405,110054,2021-07-08,01,04,13,14,31,38,3
1404,110053,2021-07-05,04,10,11,17,18,24,1
1403,110052,2021-07-01,08,16,19,29,34,35,3
1402,110051,2021-06-28,02,06,13,16,26,28,3
1401,110050,2021-06-24,07,11,15,23,31,34,1
1400,110049,2021-06-21,02,08,10,24,37,38,2
1399,110048,2021-06-17,04,14,18,32,35,38,1
1398,110047,2021-06-14,06,08,16,27,28,38,4
1397,110046,2021-06-10,02,18,20,28,31,32,5
1396,110045,2021-06-07,05,07,10,23,28,30,7
1395,110044,2021-06-03,07,13,20,25,32,37,7
1394,110043,2021-05-31,02,05,07,10,16,36,1
1393,110042,2021-05-27,04,07,11,23,24,34,6
1392,110041,2021-05-24,05,11,14,19,33,38,2
1391,110040,2021-05-20,03,14,15,22,25,36,4
1390,110039,2021-05-17,01,04,07,12,25,26,6
1389,110038,2021-05-13,05,06,07,13,19,28,4
1388,110037,2021-05-10,03,14,22,25,28,30,8
1387,110036,2021-05-06,06,09,11,23,26,35,8
1386,110035,2021-05-03,08,16,21,26,31,37,7
1385,110034,2021-04-29,05,13,16,18,29,34,4
1384,110033,2021-04-26,01,12,24,25,31,34,6
1383,110032,2021-04-22,01,04,06,24,27,37,4
1382,110031,2021-04-19,02,08,18,22,26,32,1
1381,110030,2021-04-15,13,16,27,30,31,36,3
1380,110029,2021-04-12,15,16,19,21,24,27,2
1379,110028,2021-04-08,05,06,11,14,34,37,2
1378,110027,2021-04-05,02,04,05,11,24,32,1
1377,110026,2021-04-01,05,11,16,17,22,26,4
1376,110025,2021-03-29,02,11,18,23,26,37,2
1375,110024,2021-03-25,04,05,12,17,29,32,7
1374,110023,2021-03-22,07,14,27,31,33,36,2
1373,110022,2021-03-18,02,14,17,18,19,28,4
1372,110021,2021-03-15,03,07,14,19,26,33,2
1371,110020,2021-03-11,07,17,21,27,30,31,5
1370,110019,2021-03-08,03,09,19,23,25,31,1
1369,110018,2021-03-04,02,11,18,30,31,32,6
1368,110017,2021-03-01,05,09,10,21,32,38,7
1367,110016,2021-02-25,03,04,06,16,32,34,3
1366,110015,2021-02-22,07,13,14,17,21,27,6
1365,110014,2021-02-18,04,21,24,26,34,35,8
1364,110013,2021-02-15,02,12,13,16,22,32,7
1363,110012,2021-02-11,03,09,11,13,14,32,8
1362,110011,2021-02-08,03,06,07,11,32,37,7
1361,110010,2021-02-04,07,08,09,14,22,29,2
1360,110009,2021-02-01,01,13,17,34,36,38,2
1359,110008,2021-01-28,01,09,19,30,34,36,8
1358,110007,2021-01-25,04,11,13,22,29,31,1
1357,110006,2021-01-21,05,07,16,28,32,38,4
1356,110005,2021-01-18,02,03,17,18,20,31,8
1355,110004,2021-01-14,01,20,21,29,30,36,5
1354,110003,2021-01-11,06,14,15,18,19,33,5
1353,110002,2021-01-07,04,09,12,20,32,35,3
1352,110001,2021-01-04,07,14,20,31,34,38,3
1351,109105,2020-12-31,02,09,13,20,25,27,7
1350,109104,2020-12-28,12,15,18,22,31,38,5
1349,109103,2020-12-24,03,08,23,25,35,36,3
1348,109102,2020-12-21,02,06,12,22,32,33,2
1347,109101,2020-12-17,02,06,11,16,25,38,4
1346,109100,2020-12-14,04,06,17,23,30,35,3
1345,109099,2020-12-10,15,21,29,30,32,34,8
1344,109098,2020-12-07,03,06,12,15,28,35,8
1343,109097,2020-12-03,05,07,29,33,34,35,8
1342,109096,2020-11-30,02,04,14,15,17,21,5
1341,109095,2020-11-26,01,09,14,28,29,36,6
1340,109094,2020-11-23,11,13,16,24,26,35,6
1339,109093,2020-11-19,09,14,18,22,29,35,6
1338,109092,2020-11-16,01,20,24,26,31,32,3
1337,109091,2020-11-12,04,15,24,29,33,37,1
1336,109090,2020-11-09,06,10,29,31,34,36,5
1335,109089,2020-11-05,01,02,12,24,29,37,4
1334,109088,2020-11-02,04,12,15,32,37,38,4
1333,109087,2020-10-29,03,07,12,21,30,32,2
1332,109086,2020-10-26,11,20,24,26,36,37,1
1331,109085,2020-10-22,08,15,21,24,26,30,7
1330,109084,2020-10-19,05,07,10,19,30,38,7
1329,109083,2020-10-15,01,02,04,06,21,38,7
1328,109082,2020-10-12,03,15,16,20,24,25,4
1327,109081,2020-10-08,03,04,05,06,13,14,5
1326,109080,2020-10-05,01,14,19,26,32,35,2
1325,109079,2020-10-01,11,13,15,19,25,33,1
1324,109078,2020-09-28,08,09,11,18,26,37,2
1323,109077,2020-09-24,06,13,14,27,32,33,7
1322,109076,2020-09-21,08,09,15,19,21,34,5
1321,109075,2020-09-17,09,26,27,28,32,37,2
1320,109074,2020-09-14,06,22,26,33,37,38,2
1319,109073,2020-09-10,02,16,20,25,35,38,5
1318,109072,2020-09-07,09,15,22,31,33,38,2
1317,109071,2020-09-03,16,18,22,24,25,30,1
1316,109070,2020-08-31,01,12,14,16,17,30,6
1315,109069,2020-08-27,18,19,20,27,33,36,8
1314,109068,2020-08-24,05,24,28,29,31,33,7
1313,109067,2020-08-20,11,27,34,35,37,38,2
1312,109066,2020-08-17,06,22,24,34,36,38,7
1311,109065,2020-08-13,06,10,12,23,32,34,6
1310,109064,2020-08-10,04,05,06,15,19,22,3
1309,109063,2020-08-06,01,10,16,19,26,34,1
1308,109062,2020-08-03,01,04,14,21,24,31,8
1307,109061,2020-07-30,11,12,14,16,22,26,4
1306,109060,2020-07-27,05,08,19,21,27,37,2
1305,109059,2020-07-23,01,09,17,18,31,35,2
1304,109058,2020-07-20,04,15,20,22,26,37,1
1303,109057,2020-07-16,06,13,14,31,33,35,8
1302,109056,2020-07-13,02,03,11,18,26,31,3
1301,109055,2020-07-09,03,12,17,24,29,35,4
1300,109054,2020-07-06,15,24,30,31,32,35,8
1299,109053,2020-07-02,02,05,07,28,30,38,5
1298,109052,2020-06-29,01,08,19,26,27,38,8
